RXCUI,DrugName,Type,Class,Group
33770,piretanide,IN,Piretanide,Loop_Diuretics
1009135,penbutolol / piretanide,MIN,Piretanide,Loop_Diuretics
2646731,penbutolol sulfate / piretanide Oral Tablet,SCDFP,Piretanide,Loop_Diuretics
2661207,penbutolol sulfate / piretanide Oral Product,SCDGP,Piretanide,Loop_Diuretics
2661730,penbutolol sulfate / piretanide Pill,SCDGP,Piretanide,Loop_Diuretics
2589872,Soaanz,BN,torsemide,Loop_Diuretics
2682556,Upcard,BN,torsemide,Loop_Diuretics
71974,Demadex,BN,torsemide,Loop_Diuretics
38413,torsemide,IN,torsemide,Loop_Diuretics
208076,torsemide 10 MG Oral Tablet [Demadex],SBD,torsemide,Loop_Diuretics
208081,torsemide 20 MG Oral Tablet [Demadex],SBD,torsemide,Loop_Diuretics
2589877,torsemide 20 MG Oral Tablet [Soaanz],SBD,torsemide,Loop_Diuretics
2589883,torsemide 40 MG Oral Tablet [Soaanz],SBD,torsemide,Loop_Diuretics
2589887,torsemide 60 MG Oral Tablet [Soaanz],SBD,torsemide,Loop_Diuretics
2682561,torsemide 2 MG/ML Oral Solution [Upcard],SBD,torsemide,Loop_Diuretics
2589873,torsemide 20 MG [Soaanz],SBDC,torsemide,Loop_Diuretics
2589882,torsemide 40 MG [Soaanz],SBDC,torsemide,Loop_Diuretics
2589886,torsemide 60 MG [Soaanz],SBDC,torsemide,Loop_Diuretics
2682557,torsemide 2 MG/ML [Upcard],SBDC,torsemide,Loop_Diuretics
568804,torsemide 10 MG [Demadex],SBDC,torsemide,Loop_Diuretics
568809,torsemide 20 MG [Demadex],SBDC,torsemide,Loop_Diuretics
2589876,torsemide Oral Tablet [Soaanz],SBDF,torsemide,Loop_Diuretics
2682560,torsemide Oral Solution [Upcard],SBDF,torsemide,Loop_Diuretics
369285,torsemide Oral Tablet [Demadex],SBDF,torsemide,Loop_Diuretics
1172416,Demadex Oral Product,SBDG,torsemide,Loop_Diuretics
1172417,Demadex Pill,SBDG,torsemide,Loop_Diuretics
2589874,Soaanz Oral Product,SBDG,torsemide,Loop_Diuretics
2589875,Soaanz Pill,SBDG,torsemide,Loop_Diuretics
2682558,Upcard Oral Product,SBDG,torsemide,Loop_Diuretics
2682559,Upcard Oral Liquid Product,SBDG,torsemide,Loop_Diuretics
198369,torsemide 10 MG Oral Tablet,SCD,torsemide,Loop_Diuretics
198370,torsemide 100 MG Oral Tablet,SCD,torsemide,Loop_Diuretics
198371,torsemide 20 MG Oral Tablet,SCD,torsemide,Loop_Diuretics
198372,torsemide 5 MG Oral Tablet,SCD,torsemide,Loop_Diuretics
250044,torsemide 2.5 MG Oral Tablet,SCD,torsemide,Loop_Diuretics
2589881,torsemide 40 MG Oral Tablet,SCD,torsemide,Loop_Diuretics
2589885,torsemide 60 MG Oral Tablet,SCD,torsemide,Loop_Diuretics
2682555,torsemide 2 MG/ML Oral Solution,SCD,torsemide,Loop_Diuretics
2589880,torsemide 40 MG,SCDC,torsemide,Loop_Diuretics
2589884,torsemide 60 MG,SCDC,torsemide,Loop_Diuretics
2682552,torsemide 2 MG/ML,SCDC,torsemide,Loop_Diuretics
316842,torsemide 10 MG,SCDC,torsemide,Loop_Diuretics
316844,torsemide 100 MG,SCDC,torsemide,Loop_Diuretics
316845,torsemide 5 MG,SCDC,torsemide,Loop_Diuretics
317521,torsemide 20 MG,SCDC,torsemide,Loop_Diuretics
335760,torsemide 2.5 MG,SCDC,torsemide,Loop_Diuretics
2682554,torsemide Oral Solution,SCDF,torsemide,Loop_Diuretics
374168,torsemide Oral Tablet,SCDF,torsemide,Loop_Diuretics
1162751,torsemide Injectable Product,SCDG,torsemide,Loop_Diuretics
1162752,torsemide Oral Product,SCDG,torsemide,Loop_Diuretics
1162753,torsemide Pill,SCDG,torsemide,Loop_Diuretics
2682553,torsemide Oral Liquid Product,SCDG,torsemide,Loop_Diuretics
1112198,Disal,BN,furosemide,Loop_Diuretics
202991,Lasix,BN,furosemide,Loop_Diuretics
2621024,Furoscix,BN,furosemide,Loop_Diuretics
545038,Salix - substance,BN,furosemide,Loop_Diuretics
1649572,Cartridge,DF,furosemide,Loop_Diuretics
721656,Prefilled Syringe,DF,furosemide,Loop_Diuretics
4603,furosemide,IN,furosemide,Loop_Diuretics
1008347,furosemide / penbutolol,MIN,furosemide,Loop_Diuretics
392462,furosemide / spironolactone,MIN,furosemide,Loop_Diuretics
392464,furosemide / potassium,MIN,furosemide,Loop_Diuretics
392570,furosemide / triamterene,MIN,furosemide,Loop_Diuretics
608054,furosemide / potassium chloride,MIN,furosemide,Loop_Diuretics
818351,amiloride / furosemide,MIN,furosemide,Loop_Diuretics
1112201,furosemide 50 MG/ML Injectable Solution [Disal],SBD,furosemide,Loop_Diuretics
1546054,furosemide 12.5 MG Oral Tablet [Disal],SBD,furosemide,Loop_Diuretics
1546056,furosemide 50 MG Oral Tablet [Disal],SBD,furosemide,Loop_Diuretics
200801,furosemide 20 MG Oral Tablet [Lasix],SBD,furosemide,Loop_Diuretics
200809,furosemide 40 MG Oral Tablet [Lasix],SBD,furosemide,Loop_Diuretics
205732,furosemide 80 MG Oral Tablet [Lasix],SBD,furosemide,Loop_Diuretics
2621028,10 ML furosemide 8 MG/ML Cartridge [Furoscix],SBD,furosemide,Loop_Diuretics
545041,furosemide 50 MG/ML Injectable Solution [Salix - substance],SBD,furosemide,Loop_Diuretics
630035,furosemide 12.5 MG Oral Tablet [Salix - substance],SBD,furosemide,Loop_Diuretics
645036,furosemide 50 MG Oral Tablet [Salix - substance],SBD,furosemide,Loop_Diuretics
1112199,furosemide 50 MG/ML [Disal],SBDC,furosemide,Loop_Diuretics
1546050,furosemide 12.5 MG [Disal],SBDC,furosemide,Loop_Diuretics
1546055,furosemide 50 MG [Disal],SBDC,furosemide,Loop_Diuretics
2621025,furosemide 8 MG/ML [Furoscix],SBDC,furosemide,Loop_Diuretics
545039,furosemide 50 MG/ML [Salix - substance],SBDC,furosemide,Loop_Diuretics
565450,furosemide 20 MG [Lasix],SBDC,furosemide,Loop_Diuretics
565458,furosemide 40 MG [Lasix],SBDC,furosemide,Loop_Diuretics
566621,furosemide 80 MG [Lasix],SBDC,furosemide,Loop_Diuretics
630033,furosemide 12.5 MG [Salix - substance],SBDC,furosemide,Loop_Diuretics
645035,furosemide 50 MG [Salix - substance],SBDC,furosemide,Loop_Diuretics
1112200,furosemide Injectable Solution [Disal],SBDF,furosemide,Loop_Diuretics
1546051,furosemide Oral Tablet [Disal],SBDF,furosemide,Loop_Diuretics
2621027,furosemide Cartridge [Furoscix],SBDF,furosemide,Loop_Diuretics
368487,furosemide Oral Tablet [Lasix],SBDF,furosemide,Loop_Diuretics
545040,furosemide Injectable Solution [Salix - substance],SBDF,furosemide,Loop_Diuretics
630034,furosemide Oral Tablet [Salix - substance],SBDF,furosemide,Loop_Diuretics
1172485,Disal Injectable Product,SBDG,furosemide,Loop_Diuretics
1175647,Lasix Oral Product,SBDG,furosemide,Loop_Diuretics
1175648,Lasix Pill,SBDG,furosemide,Loop_Diuretics
1185373,Salix - substance Injectable Product,SBDG,furosemide,Loop_Diuretics
1185374,Salix - substance Oral Product,SBDG,furosemide,Loop_Diuretics
1185375,Salix - substance Pill,SBDG,furosemide,Loop_Diuretics
1546052,Disal Oral Product,SBDG,furosemide,Loop_Diuretics
1546053,Disal Pill,SBDG,furosemide,Loop_Diuretics
2621026,Furoscix Injectable Product,SBDG,furosemide,Loop_Diuretics
104220,furosemide 4 MG/ML Oral Solution,SCD,furosemide,Loop_Diuretics
1719286,10 ML furosemide 10 MG/ML Injection,SCD,furosemide,Loop_Diuretics
1719290,2 ML furosemide 10 MG/ML Injection,SCD,furosemide,Loop_Diuretics
1719291,4 ML furosemide 10 MG/ML Injection,SCD,furosemide,Loop_Diuretics
197730,furosemide 10 MG/ML Oral Solution,SCD,furosemide,Loop_Diuretics
197731,furosemide 8 MG/ML Oral Solution,SCD,furosemide,Loop_Diuretics
197732,furosemide 80 MG Oral Tablet,SCD,furosemide,Loop_Diuretics
199610,furosemide 500 MG Oral Tablet,SCD,furosemide,Loop_Diuretics
204154,furosemide 50 MG/ML Injectable Solution,SCD,furosemide,Loop_Diuretics
246399,furosemide 20 MG / spironolactone 50 MG Oral Capsule,SCD,furosemide,Loop_Diuretics
248657,furosemide 50 MG Oral Tablet,SCD,furosemide,Loop_Diuretics
250708,furosemide 40 MG / triamterene 50 MG Oral Tablet,SCD,furosemide,Loop_Diuretics
251308,furosemide 1 MG/ML Oral Solution,SCD,furosemide,Loop_Diuretics
2621022,10 ML furosemide 8 MG/ML Cartridge,SCD,furosemide,Loop_Diuretics
2683305,50 ML furosemide 10 MG/ML Injection,SCD,furosemide,Loop_Diuretics
2683306,100 ML furosemide 10 MG/ML Injection,SCD,furosemide,Loop_Diuretics
310429,furosemide 20 MG Oral Tablet,SCD,furosemide,Loop_Diuretics
313988,furosemide 40 MG Oral Tablet,SCD,furosemide,Loop_Diuretics
630032,furosemide 12.5 MG Oral Tablet,SCD,furosemide,Loop_Diuretics
727574,10 ML furosemide 10 MG/ML Prefilled Syringe,SCD,furosemide,Loop_Diuretics
727575,4 ML furosemide 10 MG/ML Prefilled Syringe,SCD,furosemide,Loop_Diuretics
977890,amiloride hydrochloride 10 MG / furosemide 80 MG Oral Tablet,SCD,furosemide,Loop_Diuretics
977945,amiloride hydrochloride 2.5 MG / furosemide 20 MG Oral Tablet,SCD,furosemide,Loop_Diuretics
977959,amiloride hydrochloride 5 MG / furosemide 40 MG Oral Tablet,SCD,furosemide,Loop_Diuretics
315970,furosemide 20 MG,SCDC,furosemide,Loop_Diuretics
315971,furosemide 40 MG,SCDC,furosemide,Loop_Diuretics
315972,furosemide 8 MG/ML,SCDC,furosemide,Loop_Diuretics
317376,furosemide 10 MG/ML,SCDC,furosemide,Loop_Diuretics
317377,furosemide 80 MG,SCDC,furosemide,Loop_Diuretics
331965,furosemide 500 MG,SCDC,furosemide,Loop_Diuretics
334835,furosemide 50 MG,SCDC,furosemide,Loop_Diuretics
336694,furosemide 1 MG/ML,SCDC,furosemide,Loop_Diuretics
360516,furosemide 4 MG/ML,SCDC,furosemide,Loop_Diuretics
361776,furosemide 50 MG/ML,SCDC,furosemide,Loop_Diuretics
630031,furosemide 12.5 MG,SCDC,furosemide,Loop_Diuretics
1719285,furosemide Injection,SCDF,furosemide,Loop_Diuretics
2621021,furosemide Cartridge,SCDF,furosemide,Loop_Diuretics
370847,amiloride / furosemide Oral Tablet,SCDF,furosemide,Loop_Diuretics
372280,furosemide Oral Solution,SCDF,furosemide,Loop_Diuretics
372281,furosemide Oral Tablet,SCDF,furosemide,Loop_Diuretics
373944,furosemide / spironolactone Oral Capsule,SCDF,furosemide,Loop_Diuretics
374196,furosemide / triamterene Oral Tablet,SCDF,furosemide,Loop_Diuretics
727573,furosemide Prefilled Syringe,SCDF,furosemide,Loop_Diuretics
95600,furosemide Injectable Solution,SCDF,furosemide,Loop_Diuretics
2647380,furosemide / penbutolol sulfate Oral Tablet,SCDFP,furosemide,Loop_Diuretics
2647833,amiloride hydrochloride / furosemide Oral Tablet,SCDFP,furosemide,Loop_Diuretics
1151600,amiloride / furosemide Oral Product,SCDG,furosemide,Loop_Diuretics
1151601,amiloride / furosemide Pill,SCDG,furosemide,Loop_Diuretics
1162708,furosemide / spironolactone Oral Product,SCDG,furosemide,Loop_Diuretics
1162709,furosemide / spironolactone Pill,SCDG,furosemide,Loop_Diuretics
1162710,furosemide / triamterene Oral Product,SCDG,furosemide,Loop_Diuretics
1162711,furosemide / triamterene Pill,SCDG,furosemide,Loop_Diuretics
1162712,furosemide Injectable Product,SCDG,furosemide,Loop_Diuretics
1162713,furosemide Oral Liquid Product,SCDG,furosemide,Loop_Diuretics
1162714,furosemide Oral Product,SCDG,furosemide,Loop_Diuretics
1162715,furosemide Pill,SCDG,furosemide,Loop_Diuretics
2660469,amiloride hydrochloride / furosemide Oral Product,SCDGP,furosemide,Loop_Diuretics
2660697,amiloride hydrochloride / furosemide Pill,SCDGP,furosemide,Loop_Diuretics
2661325,furosemide / penbutolol sulfate Oral Product,SCDGP,furosemide,Loop_Diuretics
2661626,furosemide / penbutolol sulfate Pill,SCDGP,furosemide,Loop_Diuretics
203538,Bumex,BN,Bumetanide,Loop_Diuretics
1808,bumetanide,IN,Bumetanide,Loop_Diuretics
392534,bumetanide / potassium,MIN,Bumetanide,Loop_Diuretics
645371,amiloride / bumetanide,MIN,Bumetanide,Loop_Diuretics
816562,bumetanide / potassium chloride,MIN,Bumetanide,Loop_Diuretics
205488,bumetanide 0.5 MG Oral Tablet [Bumex],SBD,Bumetanide,Loop_Diuretics
205489,bumetanide 1 MG Oral Tablet [Bumex],SBD,Bumetanide,Loop_Diuretics
205490,bumetanide 2 MG Oral Tablet [Bumex],SBD,Bumetanide,Loop_Diuretics
566394,bumetanide 0.5 MG [Bumex],SBDC,Bumetanide,Loop_Diuretics
566395,bumetanide 1 MG [Bumex],SBDC,Bumetanide,Loop_Diuretics
566396,bumetanide 2 MG [Bumex],SBDC,Bumetanide,Loop_Diuretics
369375,bumetanide Oral Tablet [Bumex],SBDF,Bumetanide,Loop_Diuretics
1168680,Bumex Oral Product,SBDG,Bumetanide,Loop_Diuretics
1168681,Bumex Pill,SBDG,Bumetanide,Loop_Diuretics
104222,bumetanide 5 MG Oral Tablet,SCD,Bumetanide,Loop_Diuretics
104223,bumetanide 0.5 MG/ML Injectable Solution,SCD,Bumetanide,Loop_Diuretics
1727569,4 ML bumetanide 0.25 MG/ML Injection,SCD,Bumetanide,Loop_Diuretics
1727572,2 ML bumetanide 0.25 MG/ML Injection,SCD,Bumetanide,Loop_Diuretics
197417,bumetanide 0.5 MG Oral Tablet,SCD,Bumetanide,Loop_Diuretics
197418,bumetanide 1 MG Oral Tablet,SCD,Bumetanide,Loop_Diuretics
197419,bumetanide 2 MG Oral Tablet,SCD,Bumetanide,Loop_Diuretics
250660,bumetanide 0.2 MG/ML Oral Solution,SCD,Bumetanide,Loop_Diuretics
282486,bumetanide 0.25 MG/ML Injectable Solution,SCD,Bumetanide,Loop_Diuretics
431610,bumetanide 0.5 MG / potassium chloride 573 MG Extended Release Oral Tablet,SCD,Bumetanide,Loop_Diuretics
977951,amiloride hydrochloride 5 MG / bumetanide 1 MG Oral Tablet,SCD,Bumetanide,Loop_Diuretics
315499,bumetanide 0.25 MG/ML,SCDC,Bumetanide,Loop_Diuretics
315500,bumetanide 0.5 MG,SCDC,Bumetanide,Loop_Diuretics
315501,bumetanide 1 MG,SCDC,Bumetanide,Loop_Diuretics
315502,bumetanide 2 MG,SCDC,Bumetanide,Loop_Diuretics
332695,bumetanide 0.2 MG/ML,SCDC,Bumetanide,Loop_Diuretics
332696,bumetanide 5 MG,SCDC,Bumetanide,Loop_Diuretics
360517,bumetanide 0.5 MG/ML,SCDC,Bumetanide,Loop_Diuretics
1727568,bumetanide Injection,SCDF,Bumetanide,Loop_Diuretics
370850,amiloride / bumetanide Oral Tablet,SCDF,Bumetanide,Loop_Diuretics
371157,bumetanide Oral Solution,SCDF,Bumetanide,Loop_Diuretics
371158,bumetanide Oral Tablet,SCDF,Bumetanide,Loop_Diuretics
374368,bumetanide Injectable Solution,SCDF,Bumetanide,Loop_Diuretics
438106,bumetanide / potassium chloride Extended Release Oral Tablet,SCDF,Bumetanide,Loop_Diuretics
2648533,amiloride hydrochloride / bumetanide Oral Tablet,SCDFP,Bumetanide,Loop_Diuretics
1151343,bumetanide / potassium chloride Oral Product,SCDG,Bumetanide,Loop_Diuretics
1151344,bumetanide / potassium chloride Pill,SCDG,Bumetanide,Loop_Diuretics
1151347,bumetanide Injectable Product,SCDG,Bumetanide,Loop_Diuretics
1151348,bumetanide Oral Liquid Product,SCDG,Bumetanide,Loop_Diuretics
1151349,bumetanide Oral Product,SCDG,Bumetanide,Loop_Diuretics
1151350,bumetanide Pill,SCDG,Bumetanide,Loop_Diuretics
1151594,amiloride / bumetanide Oral Product,SCDG,Bumetanide,Loop_Diuretics
1151595,amiloride / bumetanide Pill,SCDG,Bumetanide,Loop_Diuretics
2659481,amiloride hydrochloride / bumetanide Oral Product,SCDGP,Bumetanide,Loop_Diuretics
2663381,amiloride hydrochloride / bumetanide Pill,SCDGP,Bumetanide,Loop_Diuretics
618970,canrenoate,IN,Potassium canrenoate,Potassium_Sparing
1981,canrenoate potassium,PIN,Potassium canrenoate,Potassium_Sparing
1982,canrenone,IN,Canrenone,Potassium_Sparing
203238,Dyrenium,BN,Triamterene,Potassium_Sparing
10763,triamterene,IN,Triamterene,Potassium_Sparing
1006959,dehydrosanol / triamterene,MIN,Triamterene,Potassium_Sparing
392492,benzthiazide / triamterene,MIN,Triamterene,Potassium_Sparing
208674,triamterene 100 MG Oral Capsule [Dyrenium],SBD,Triamterene,Potassium_Sparing
208675,triamterene 50 MG Oral Capsule [Dyrenium],SBD,Triamterene,Potassium_Sparing
569337,triamterene 100 MG [Dyrenium],SBDC,Triamterene,Potassium_Sparing
569338,triamterene 50 MG [Dyrenium],SBDC,Triamterene,Potassium_Sparing
366263,triamterene Oral Capsule [Dyrenium],SBDF,Triamterene,Potassium_Sparing
1170419,Dyrenium Oral Product,SBDG,Triamterene,Potassium_Sparing
1170420,Dyrenium Pill,SBDG,Triamterene,Potassium_Sparing
104245,benzthiazide 25 MG / triamterene 50 MG Oral Capsule,SCD,Triamterene,Potassium_Sparing
198312,triamterene 100 MG Oral Capsule,SCD,Triamterene,Potassium_Sparing
198313,triamterene 50 MG Oral Capsule,SCD,Triamterene,Potassium_Sparing
316852,triamterene 100 MG,SCDC,Triamterene,Potassium_Sparing
316853,triamterene 37.5 MG,SCDC,Triamterene,Potassium_Sparing
316854,triamterene 50 MG,SCDC,Triamterene,Potassium_Sparing
317670,triamterene 75 MG,SCDC,Triamterene,Potassium_Sparing
374193,triamterene Oral Capsule,SCDF,Triamterene,Potassium_Sparing
374195,benzthiazide / triamterene Oral Capsule,SCDF,Triamterene,Potassium_Sparing
1158234,triamterene Oral Product,SCDG,Triamterene,Potassium_Sparing
1158235,triamterene Pill,SCDG,Triamterene,Potassium_Sparing
1160544,benzthiazide / triamterene Oral Product,SCDG,Triamterene,Potassium_Sparing
1160545,benzthiazide / triamterene Pill,SCDG,Triamterene,Potassium_Sparing
151317,Aldactone,BN,spironolactone,Potassium_Sparing
1943340,Carospir,BN,spironolactone,Potassium_Sparing
1151122,Topical Product,DFG,spironolactone,Potassium_Sparing
9997,spironolactone,IN,spironolactone,Potassium_Sparing
1008908,althiazide / spironolactone,MIN,spironolactone,Potassium_Sparing
814684,buthiazide / spironolactone,MIN,spironolactone,Potassium_Sparing
1943345,spironolactone 5 MG/ML Oral Suspension [Carospir],SBD,spironolactone,Potassium_Sparing
200817,spironolactone 50 MG Oral Tablet [Aldactone],SBD,spironolactone,Potassium_Sparing
200820,spironolactone 25 MG Oral Tablet [Aldactone],SBD,spironolactone,Potassium_Sparing
200825,spironolactone 100 MG Oral Tablet [Aldactone],SBD,spironolactone,Potassium_Sparing
1943341,spironolactone 5 MG/ML [Carospir],SBDC,spironolactone,Potassium_Sparing
565465,spironolactone 50 MG [Aldactone],SBDC,spironolactone,Potassium_Sparing
565468,spironolactone 25 MG [Aldactone],SBDC,spironolactone,Potassium_Sparing
565473,spironolactone 100 MG [Aldactone],SBDC,spironolactone,Potassium_Sparing
1943342,spironolactone Oral Suspension [Carospir],SBDF,spironolactone,Potassium_Sparing
368071,spironolactone Oral Tablet [Aldactone],SBDF,spironolactone,Potassium_Sparing
1174848,Aldactone Oral Product,SBDG,spironolactone,Potassium_Sparing
1174849,Aldactone Pill,SBDG,spironolactone,Potassium_Sparing
1943343,Carospir Oral Liquid Product,SBDG,spironolactone,Potassium_Sparing
1943344,Carospir Oral Product,SBDG,spironolactone,Potassium_Sparing
104230,spironolactone 1 MG/ML Oral Suspension,SCD,spironolactone,Potassium_Sparing
104231,spironolactone 2 MG/ML Oral Suspension,SCD,spironolactone,Potassium_Sparing
104232,spironolactone 5 MG/ML Oral Suspension,SCD,spironolactone,Potassium_Sparing
104233,spironolactone 10 MG/ML Oral Suspension,SCD,spironolactone,Potassium_Sparing
198222,spironolactone 100 MG Oral Tablet,SCD,spironolactone,Potassium_Sparing
198223,spironolactone 50 MG Oral Tablet,SCD,spironolactone,Potassium_Sparing
313096,spironolactone 25 MG Oral Tablet,SCD,spironolactone,Potassium_Sparing
2566847,spironolactone 20 MG,SCDC,spironolactone,Potassium_Sparing
2566861,spironolactone 40 MG,SCDC,spironolactone,Potassium_Sparing
2566865,spironolactone 80 MG,SCDC,spironolactone,Potassium_Sparing
316727,spironolactone 100 MG,SCDC,spironolactone,Potassium_Sparing
316728,spironolactone 25 MG,SCDC,spironolactone,Potassium_Sparing
317508,spironolactone 50 MG,SCDC,spironolactone,Potassium_Sparing
360518,spironolactone 1 MG/ML,SCDC,spironolactone,Potassium_Sparing
360519,spironolactone 2 MG/ML,SCDC,spironolactone,Potassium_Sparing
360520,spironolactone 5 MG/ML,SCDC,spironolactone,Potassium_Sparing
360521,spironolactone 10 MG/ML,SCDC,spironolactone,Potassium_Sparing
373946,spironolactone Oral Tablet,SCDF,spironolactone,Potassium_Sparing
379251,spironolactone Oral Suspension,SCDF,spironolactone,Potassium_Sparing
2647357,benazepril hydrochloride / spironolactone Chewable Tablet,SCDFP,spironolactone,Potassium_Sparing
1161121,spironolactone Oral Liquid Product,SCDG,spironolactone,Potassium_Sparing
1161122,spironolactone Oral Product,SCDG,spironolactone,Potassium_Sparing
1161123,spironolactone Pill,SCDG,spironolactone,Potassium_Sparing
1161124,spironolactone Topical Product,SCDG,spironolactone,Potassium_Sparing
2659120,benazepril hydrochloride / spironolactone Pill,SCDGP,spironolactone,Potassium_Sparing
2659275,benazepril hydrochloride / spironolactone Chewable Product,SCDGP,spironolactone,Potassium_Sparing
2663528,benazepril hydrochloride / spironolactone Oral Product,SCDGP,spironolactone,Potassium_Sparing
6958,Midamor,BN,amiloride,Potassium_Sparing
644,amiloride,IN,amiloride,Potassium_Sparing
1298837,"amiloride hydrochloride, anhydrous",PIN,amiloride,Potassium_Sparing
142424,amiloride hydrochloride,PIN,amiloride,Potassium_Sparing
977882,amiloride hydrochloride 5 MG Oral Tablet [Midamor],SBD,amiloride,Potassium_Sparing
977881,amiloride hydrochloride 5 MG [Midamor],SBDC,amiloride,Potassium_Sparing
368024,amiloride Oral Tablet [Midamor],SBDF,amiloride,Potassium_Sparing
2656752,amiloride hydrochloride Oral Tablet [Midamor],SBDFP,amiloride,Potassium_Sparing
1178091,Midamor Oral Product,SBDG,amiloride,Potassium_Sparing
1178092,Midamor Pill,SBDG,amiloride,Potassium_Sparing
977880,amiloride hydrochloride 5 MG Oral Tablet,SCD,amiloride,Potassium_Sparing
977887,amiloride hydrochloride 1 MG/ML Oral Solution,SCD,amiloride,Potassium_Sparing
977879,amiloride hydrochloride 5 MG,SCDC,amiloride,Potassium_Sparing
977886,amiloride hydrochloride 1 MG/ML,SCDC,amiloride,Potassium_Sparing
977889,amiloride hydrochloride 10 MG,SCDC,amiloride,Potassium_Sparing
977891,amiloride hydrochloride 2.5 MG,SCDC,amiloride,Potassium_Sparing
370564,amiloride Oral Tablet,SCDF,amiloride,Potassium_Sparing
370849,amiloride Oral Solution,SCDF,amiloride,Potassium_Sparing
1151613,amiloride Oral Liquid Product,SCDG,amiloride,Potassium_Sparing
1151614,amiloride Oral Product,SCDG,amiloride,Potassium_Sparing
1151615,amiloride Pill,SCDG,amiloride,Potassium_Sparing
17767,amlodipine,IN,amlodipine benzoate,Calcium_Channel_Blockers
2184116,amlodipine benzoate,PIN,amlodipine benzoate,Calcium_Channel_Blockers
104416,amlodipine besylate,PIN,amlodipine besylate,Calcium_Channel_Blockers
1091620,Matzim,BN,diltiazem,Calcium_Channel_Blockers
1988303,Tiadylt,BN,diltiazem,Calcium_Channel_Blockers
203494,Cardizem,BN,diltiazem,Calcium_Channel_Blockers
220309,Tiazac,BN,diltiazem,Calcium_Channel_Blockers
405349,Taztia,BN,diltiazem,Calcium_Channel_Blockers
491095,Cartia,BN,diltiazem,Calcium_Channel_Blockers
540618,Dilt,BN,diltiazem,Calcium_Channel_Blockers
629300,Diltzac,BN,diltiazem,Calcium_Channel_Blockers
3443,diltiazem,IN,diltiazem,Calcium_Channel_Blockers
203211,diltiazem hydrochloride,PIN,diltiazem,Calcium_Channel_Blockers
81999,diltiazem malate,PIN,diltiazem,Calcium_Channel_Blockers
1091623,24 HR diltiazem hydrochloride 420 MG Extended Release Oral Tablet [Matzim],SBD,diltiazem,Calcium_Channel_Blockers
1091629,24 HR diltiazem hydrochloride 240 MG Extended Release Oral Tablet [Matzim],SBD,diltiazem,Calcium_Channel_Blockers
1091632,24 HR diltiazem hydrochloride 180 MG Extended Release Oral Tablet [Matzim],SBD,diltiazem,Calcium_Channel_Blockers
1091635,24 HR diltiazem hydrochloride 300 MG Extended Release Oral Tablet [Matzim],SBD,diltiazem,Calcium_Channel_Blockers
1091638,24 HR diltiazem hydrochloride 360 MG Extended Release Oral Tablet [Matzim],SBD,diltiazem,Calcium_Channel_Blockers
1988308,24 HR diltiazem hydrochloride 120 MG Extended Release Oral Capsule [Tiadylt],SBD,diltiazem,Calcium_Channel_Blockers
1988311,24 HR diltiazem hydrochloride 180 MG Extended Release Oral Capsule [Tiadylt],SBD,diltiazem,Calcium_Channel_Blockers
1988316,24 HR diltiazem hydrochloride 240 MG Extended Release Oral Capsule [Tiadylt],SBD,diltiazem,Calcium_Channel_Blockers
1988319,24 HR diltiazem hydrochloride 300 MG Extended Release Oral Capsule [Tiadylt],SBD,diltiazem,Calcium_Channel_Blockers
1988324,24 HR diltiazem hydrochloride 360 MG Extended Release Oral Capsule [Tiadylt],SBD,diltiazem,Calcium_Channel_Blockers
1988330,24 HR diltiazem hydrochloride 420 MG Extended Release Oral Capsule [Tiadylt],SBD,diltiazem,Calcium_Channel_Blockers
830798,24 HR diltiazem hydrochloride 360 MG Extended Release Oral Capsule [Cardizem],SBD,diltiazem,Calcium_Channel_Blockers
830803,24 HR diltiazem hydrochloride 300 MG Extended Release Oral Capsule [Cardizem],SBD,diltiazem,Calcium_Channel_Blockers
830839,24 HR diltiazem hydrochloride 240 MG Extended Release Oral Capsule [Cardizem],SBD,diltiazem,Calcium_Channel_Blockers
830847,24 HR diltiazem hydrochloride 180 MG Extended Release Oral Capsule [Cardizem],SBD,diltiazem,Calcium_Channel_Blockers
830863,24 HR diltiazem hydrochloride 120 MG Extended Release Oral Capsule [Cardizem],SBD,diltiazem,Calcium_Channel_Blockers
830876,24 HR diltiazem hydrochloride 120 MG Extended Release Oral Tablet [Cardizem],SBD,diltiazem,Calcium_Channel_Blockers
830878,24 HR diltiazem hydrochloride 180 MG Extended Release Oral Tablet [Cardizem],SBD,diltiazem,Calcium_Channel_Blockers
830880,24 HR diltiazem hydrochloride 240 MG Extended Release Oral Tablet [Cardizem],SBD,diltiazem,Calcium_Channel_Blockers
830883,24 HR diltiazem hydrochloride 300 MG Extended Release Oral Tablet [Cardizem],SBD,diltiazem,Calcium_Channel_Blockers
830898,24 HR diltiazem hydrochloride 360 MG Extended Release Oral Tablet [Cardizem],SBD,diltiazem,Calcium_Channel_Blockers
830902,24 HR diltiazem hydrochloride 420 MG Extended Release Oral Tablet [Cardizem],SBD,diltiazem,Calcium_Channel_Blockers
831055,diltiazem hydrochloride 120 MG Oral Tablet [Cardizem],SBD,diltiazem,Calcium_Channel_Blockers
831193,24 HR diltiazem hydrochloride 120 MG Extended Release Oral Capsule [Tiazac],SBD,diltiazem,Calcium_Channel_Blockers
