"rxnorm_cui","raw_rx_med_name"
901523,"VERAPAMIL 180 MG PO TBER"
835605,"TRAMADOL 50 MG PO TAB"
904460,"PRAVASTATIN 10 MG PO TAB"
729440,"METHIMAZOLE 5 MG PO TAB"
991528,"PROMETHAZINE-DM 6.25-15 MG/5 ML PO SYRP"
1362708,"MEXILETINE 150 MG PO CAP"
861012,"METFORMIN 850 MG PO TAB"
313896,"CYANOCOBALAMIN (VITAMIN B-12) 500 MCG PO TAB"
903893,"FLUVOXAMINE 50 MG PO TAB"
903859,"PYRIDOSTIGMINE BROMIDE 60 MG PO TAB"
1011872,"NICOTINE (POLACRILEX) 4 MG BU GUM"
153734,"TIZANIDINE 2 MG PO TAB"
153735,"TIZANIDINE 4 MG PO TAB"
201868,"RIFAMPIN 300 MG PO CAP"
1863607,"DEXTROSE 5%-0.45% SODIUM CHLORIDE & POTASSIUM CHLORIDE 20 MEQ/L IV SOLP"
259966,"METHYLPREDNISOLONE 4 MG PO DSPK"
1370756,"HYDROCORTISONE VALERATE 0.2 % TP CREA"
105412,"PREDNISONE 5 MG PO DSPK"
206340,"HYDROCORTISONE BUTYRATE 0.1 % TP CREA"
856907,"HYDROCODONE-ACETAMINOPHEN 5-500 MG PO TAB"
856898,"HYDROCODONE-ACETAMINOPHEN 7.5-750 MG PO TAB"
207193,"METHYLPREDNISOLONE SODIUM SUCC 1,000 MG IV SOLR"
1012413,"BUPIVACAINE-EPINEPHRINE 0.25 %-1:200,000 IJ SOLN"
1012461,"BUPIVACAINE-EPINEPHRINE 0.5 %-1:200,000 IJ SOLN"
212072,"FAMOTIDINE 10 MG PO TAB"
105639,"TAMOXIFEN 20 MG PO TAB"
855928,"DICLOFENAC SODIUM 75 MG PO TBEC"
2046155,"NICOTINE (POLACRILEX) 2 MG BU GUM"
1305603,"PSEUDOEPHEDRINE-GUAIFENESIN 60-600 MG PO TB12"
105814,"DICLOFENAC SODIUM 50 MG PO TBEC"
1091488,"METHYLPHENIDATE HCL 20 MG PO TBER"
240755,"CALCIUM CITRATE 250 MG CALCIUM PO TAB"
1923423,"SOTALOL 120 MG PO TAB"
2106821,"THERATEARS 0.25 % OP DROP"
217517,"HEPARIN (PORCINE) IN NACL (PF) 2 UNIT/ML IV SOLP"
312004,"NITROGLYCERIN IN 5 % DEXTROSE 50 MG/250 ML (200 MCG/ML) IV SOLN"
1795252,"DEXTROSE 5%-0.45% SODIUM CHLORIDE IV SOLP"
1010763,"LIDOCAINE-EPINEPHRINE 2 %-1:100,000 IJ SOLN"
1795346,"DEXTROSE 5%-0.9% SODIUM CHLORIDE IV SOLP"
1010755,"LIDOCAINE-EPINEPHRINE 1 %-1:100,000 IJ SOLN"
1867940,"LIDOCAINE-EPINEPHRINE (PF) 1 %-1:200,000 IJ SOLN"
1000407,"NORETHINDRONE ACETATE 5 MG PO TAB"
1797835,"IPRATROPIUM BROMIDE 21 MCG (0.03 %) NA SPRY"
1797845,"IPRATROPIUM BROMIDE 42 MCG (0.06 %) NA SPRY"
541046,"OXYCODONE 5 MG PO CAP"
896783,"LABETALOL 300 MG PO TAB"
153843,"GLIMEPIRIDE 1 MG PO TAB"
153845,"GLIMEPIRIDE 4 MG PO TAB"
637551,"POTASSIUM CHLORIDE IN 0.9%NACL 20 MEQ/L IV SOLP"
541660,"PAROXETINE HCL 10 MG PO TAB"
199163,"MELATONIN 3 MG PO TAB"
898371,"BENAZEPRIL-HYDROCHLOROTHIAZIDE 20-12.5 MG PO TAB"
199021,"BIOTIN 800 MCG PO TAB"
253017,"MILK OF MAGNESIA 400 MG/5 ML PO SUSP"
643046,"RANITIDINE HCL 75 MG PO TAB"
1048052,"HYOSCYAMINE SULFATE 0.125 MG SL SUBL"
1362059,"HEPARIN, PORCINE (PF) 100 UNIT/ML IV SYRG"
541603,"NIFEDIPINE 60 MG PO TBER"
966170,"LEVOXYL 75 MCG PO TAB"
211498,"ETODOLAC 500 MG PO TAB"
213340,"AMOXICILLIN 500 MG PO TAB"
866088,"BUSPIRONE 15 MG PO TAB"
211323,"MIRTAZAPINE 30 MG PO TAB"
211322,"MIRTAZAPINE 15 MG PO TAB"
1361023,"PHENTOLAMINE 5 MG IJ SOLR"
226827,"AZITHROMYCIN 500 MG PO TAB"
861202,"BRIMONIDINE 0.2 % OP DROP"
746763,"PROVENTIL HFA 90 MCG/ACTUATION IN HFAA"
854903,"BISOPROLOL FUMARATE 10 MG PO TAB"
854907,"BISOPROLOL FUMARATE 5 MG PO TAB"
854910,"BISOPROLOL-HYDROCHLOROTHIAZIDE 10-6.25 MG PO TAB"
854921,"BISOPROLOL-HYDROCHLOROTHIAZIDE 5-6.25 MG PO TAB"
854918,"BISOPROLOL-HYDROCHLOROTHIAZIDE 2.5-6.25 MG PO TAB"
208076,"TORSEMIDE 10 MG PO TAB"
2589877,"TORSEMIDE 20 MG PO TAB"
105030,"GABAPENTIN 400 MG PO CAP"
105029,"GABAPENTIN 300 MG PO CAP"
201901,"FLUCONAZOLE 40 MG/ML PO SUSR"
208471,"TERAZOSIN 10 MG PO CAP"
208467,"TERAZOSIN 2 MG PO CAP"
206820,"LORAZEPAM 4 MG/ML IJ SOLN"
312521,"POTASSIUM CHLORIDE IN WATER 30 MEQ/100 ML IV PGBK"
105028,"GABAPENTIN 100 MG PO CAP"
206798,"MESALAMINE 4 GRAM/60 ML RE ENEM"
353507,"PERMETHRIN 5 % TP CREA"
835915,"MEFLOQUINE 250 MG PO TAB"
993511,"BUPROPION SR 100 MG PO TBSR"
993528,"BUPROPION SR 150 MG PO TBSR"
211759,"HYDROCHLOROTHIAZIDE 12.5 MG PO CAP"
855322,"WARFARIN 3 MG PO TAB"
855342,"WARFARIN 6 MG PO TAB"
1297389,"CALCIUM CARBONATE-VITAMIN D3 500 MG-5 MCG (200 UNIT) PO TAB"
207137,"METHYLPREDNISOLONE 8 MG PO TAB"
208591,"NEOMYCIN-POLYMYXIN B-DEXAMETH 3.5MG/ML-10,000 UNIT/ML-0.1 % OP DRPS"
1010749,"LIDOCAINE-EPINEPHRINE 0.5 %-1:200,000 IJ SOLN"
108826,"CLINDAMYCIN PHOSPHATE 1 % TP LOTN"
892114,"METRONIDAZOLE 0.75 % TP CREA"
597857,"ANAGRELIDE 0.5 MG PO CAP"
597855,"ANAGRELIDE 1 MG PO CAP"
141887,"SOTALOL 160 MG PO TAB"
892574,"MORPHINE 15 MG PO TBER"
857120,"HYDROCODONE-ACETAMINOPHEN 7.5-500 MG PO TAB"
892660,"MORPHINE 30 MG PO TBER"
894813,"MORPHINE 60 MG PO TBER"
992443,"PROMETHAZINE 12.5 MG RE SUPP"
212446,"AZITHROMYCIN 250 MG PO TAB"
213344,"CITALOPRAM 20 MG PO TAB"
584436,"UREA 40 % TP CREA"
858749,"URSODIOL 300 MG PO CAP"
543018,"SODIUM CITRATE-CITRIC ACID 500-334 MG/5 ML PO SOLN"
996520,"DEXTROMETHORPHAN-GUAIFENESIN 10-100 MG/5 ML PO SYRP"
11416,"ZINC 15 MG PO TAB"
995626,"MECLIZINE 12.5 MG PO TAB"
857385,"HYDROCODONE-ACETAMINOPHEN 10-650 MG PO TAB"
309987,"DOBUTAMINE IN D5W 1,000 MG/250 ML (4,000 MCG/ML) IV SOLP"
835560,"NAPROXEN 500 MG PO TBEC"
857189,"FOSINOPRIL 40 MG PO TAB"
855330,"WARFARIN 4 MG PO TAB"
103022,"POTASSIUM CHLORIDE 8 MEQ PO TBER"
1012068,"LIDOCAINE (PF) 100 MG/5 ML (2 %) IV SYRG"
1094145,"DIPHENHYDRAMINE HCL 12.5 MG/5 ML PO LIQD"
153591,"GLIMEPIRIDE 2 MG PO TAB"
1098142,"NIASPAN EXTENDED-RELEASE 500 MG PO TB24"
1192737,"FEXOFENADINE 60 MG PO TAB"
1098135,"NIASPAN EXTENDED-RELEASE 1,000 MG PO TB24"
540313,"DOXYCYCLINE MONOHYDRATE 100 MG PO TAB"
213169,"PLAVIX 75 MG PO TAB"
1046920,"NICOTROL 10 MG IN CRTG"
860092,"KETOROLAC 15 MG/ML IJ SOLN"
860098,"KETOROLAC 30 MG/ML (1 ML) IJ SOLN"
208406,"TRIMETHOPRIM-SULFAMETHOXAZOLE 40-200 MG/5 ML PO SUSP"
213226,"CIPROFLOXACIN 500 MG/5 ML PO SUMC"
834346,"PACERONE 200 MG PO TAB"
897626,"VERAPAMIL 240 MG PO C24P"
213339,"AMOXICILLIN 875 MG PO TAB"
213345,"CITALOPRAM 40 MG PO TAB"
901478,"ISOSORBIDE MONONITRATE 60 MG PO TB24"
103920,"FENOFIBRATE MICRONIZED 200 MG PO CAP"
213379,"LEFLUNOMIDE 20 MG PO TAB"
1797853,"CROMOLYN 5.2 MG/SPRAY (4 %) NA SPRY"
1251501,"COMBIPATCH 0.05-0.25 MG/24 HR TD PTSW"
861006,"METFORMIN 1,000 MG PO TAB"
261116,"CILOSTAZOL 100 MG PO TAB"
211616,"ISOSORBIDE MONONITRATE 30 MG PO TB24"
213482,"LISINOPRIL 30 MG PO TAB"
801796,"COENZYME Q10 100 MG PO CAP"
823986,"LISINOPRIL-HYDROCHLOROTHIAZIDE 10-12.5 MG PO TAB"
830867,"DILTIAZEM HCL 60 MG PO CP12"
1488067,"POLYETHYLENE GLYCOL 3350 17 GRAM/DOSE PO POWD"
352007,"RIBAVIRIN 200 MG PO CAP"
261135,"MIRTAZAPINE 45 MG PO TAB"
310172,"VIVELLE-DOT 0.0375 MG/24 HR TD PTSW"
312107,"BELLADONNA ALKALOIDS-OPIUM 16.2-60 MG RE SUPP"
752867,"AMMONIUM LACTATE 12 % TP CREA"
848330,"ESTRING 2 MG (7.5 MCG /24 HOUR) VA RING"
261282,"FLUOXETINE 10 MG PO TAB"
205769,"CIPROFLOXACIN HCL 250 MG PO TAB"
205770,"CIPROFLOXACIN HCL 500 MG PO TAB"
216065,"CALCIUM CITRATE 1,040 MG PO TAB"
1371985,"COENZYME Q10 30 MG PO CAP"
861440,"CLOBETASOL 0.05 % TP GEL"
210098,"CALCIUM CARBONATE 500 MG CALCIUM (1,250 MG) PO CHEW"
205771,"CIPROFLOXACIN HCL 750 MG PO TAB"
809605,"HETASTARCH 6 % IN 0.9 % NACL 6 % IV SOLN"
209283,"TERCONAZOLE 0.4 % VA CREA"
891867,"INDOMETHACIN 75 MG PO CPER"
103864,"TIMOLOL MALEATE 0.25 % OP DROP"
900963,"POLYETHYLENE GLYCOL 3350 17 GRAM PO PWPK"
1310640,"GLUCOSAMINE-CHONDROITIN 250-200 MG PO TAB"
795813,"LACTASE 3,000 UNIT PO TAB"
857354,"HYDROCODONE-ACETAMINOPHEN 5-500 MG PO CAP"
1116528,"FEXOFENADINE 180 MG PO TAB"
261280,"GABAPENTIN 600 MG PO TAB"
392038,"SF 5000 PLUS 1.1 % DT CREA"
237776,"CYANOCOBALAMIN (VITAMIN B-12) 1,000 MCG PO TBER"
261281,"GABAPENTIN 800 MG PO TAB"
210454,"VITAMIN E 50 UNIT/ML PO DROP"
259151,"FLAXSEED OIL 1,000 MG PO CAP"
809559,"CALCIUM CARBONATE-VITAMIN D2 500-125 MG-UNIT PO TAB"
1049647,"OXYCODONE-ACETAMINOPHEN 7.5-500 MG PO TAB"
351906,"BENZONATATE 200 MG PO CAP"
207108,"DIFLUCAN 150 MG PO TAB"
104419,"FELODIPINE 5 MG PO TB24"
104420,"FELODIPINE 10 MG PO TB24"
351438,"NIFEDIPINE 60 MG PO TR24"
207212,"OMEPRAZOLE 20 MG PO CPDR"
880437,"NIFEDIPINE 90 MG PO TR24"
351493,"NEOMYCIN-POLYMYXIN B-DEXAMETH 3.5 MG/G-10,000 UNIT/G-0.1 % OP OINT"
845639,"ZINC OXIDE TP OINT"
1863966,"DEXTROSE 5%-0.2% SODIUM CHLORIDE & POTASSIUM CHLORIDE 20 MEQ/L IV SOLP"
207202,"OFLOXACIN 0.3 % OP DROP"
106371,"METRONIDAZOLE 0.75 % TP GEL"
615107,"DEXTROSE 5%-0.9% SODIUM CHLORIDE WITH POTASSIUM CHLORIDE 20 MEQ/L IV SOLP"
1654011,"ETOMIDATE 2 MG/ML IV SOLN"
763066,"PERMETHRIN 1 % TP LIQD"
313002,"SODIUM CHLORIDE 0.9 % IV SOLP"
541664,"PAROXETINE HCL 30 MG PO TAB"
1251059,"GLYCERIN (ADULT) RE SUPP"
261204,"MIACALCIN 200 UNIT/ACTUATION NA SPRY"
198145,"PREDNISONE 10 MG PO DSPK"
261287,"FLUOXETINE 40 MG PO CAP"
1000686,"SULFACETAMIDE SODIUM 10 % OP OINT"
1147993,"GLUCOSE 4 GRAM PO CHEW"
630796,"DEXTROSE 5%-0.45% SODIUM CHLORIDE & POTASSIUM CHLORIDE 10 MEQ/L IV SOLP"
213272,"AZOPT 1 % OP DRPS"
828579,"PROPOXYPHENE N-ACETAMINOPHEN 100-650 MG PO TAB"
1101593,"HYOSCYAMINE SULFATE 0.375 MG PO TB12"
827190,"RANITIDINE HCL 150 MG PO CAP"
199389,"GLUCOSAMINE SULFATE 500 MG PO TAB"
829384,"MAGNESIUM CHLORIDE 64 MG PO TBER"
213377,"LEFLUNOMIDE 10 MG PO TAB"
5224,"HEPARIN LOCK FLUSH (PORCINE) 100 UNIT/ML IV SOLN"
351879,"HYDROCORTISONE-ACETIC ACID 1-2 % OT DROP"
630194,"PREVIDENT 5000 PLUS 1.1 % DT CREA"
213469,"CELEBREX 200 MG PO CAP"
207891,"QUINAPRIL 5 MG PO TAB"
1043753,"AZELEX 20 % TP CREA"
848951,"PREVALITE 4 GRAM PO PWPK"
541666,"PAROXETINE HCL 40 MG PO TAB"
207734,"NICOTINE 7 MG/24 HR TD PT24"
207712,"NICOTINE 14 MG/24 HR TD PT24"
351429,"NICOTINE 21 MG/24 HR TD PT24"
261184,"FENTANYL 25 MCG/HR TD PT72"
261185,"FENTANYL 50 MCG/HR TD PT72"
262071,"FENTANYL 100 MCG/HR TD PT72"
1049504,"OXYCODONE SR 10 MG PO 12HR TABLET"
1298324,"DEXTROMETHORPHAN-GUAIFENESIN 30-600 MG PO TB12"
1049565,"OXYCODONE SR 20 MG PO 12HR TABLET"
208334,"TRETINOIN 0.01 % TP GEL"
1147395,"HYDROCODONE-ACETAMINOPHEN 10-325 MG PO TAB"
105028,"NEURONTIN 100 MG PO CAP"
849728,"ALEVE 220 MG PO TAB"
206522,"NEOMYCIN-POLYMYXIN-HC 3.5-10,000-1 MG/ML-UNIT/ML-% OT DRPS"
1291380,"HYDROCORTISONE 2.5 % TP CRPE"
835909,"CYCLOSPORINE MODIFIED 25 MG PO CAP"
1049613,"OXYCODONE 15 MG PO TAB"
835917,"CYCLOSPORINE MODIFIED 100 MG PO CAP"
265647,"GARLIC 100 MG PO TAB"
998673,"CATAPRES-TTS-1 0.1 MG/24 HR TD PTWK"
860977,"METFORMIN 500 MG PO TB24"
1490668,"QVAR 80 MCG/ACTUATION IN AERO"
805859,"ATACAND HCT 32-12.5 MG PO TAB"
243795,"VITAMIN A 10,000 UNIT PO TAB"
865098,"HUMALOG U-100 INSULIN 100 UNIT/ML SC SOLN"
545144,"ACETIC ACID 2 % OT SOLN"
904433,"FOSAMAX 70 MG PO TAB"
831209,"DILTIAZEM HCL 120 MG PO CP24"
108501,"DILTIAZEM HCL 180 MG PO CP24"
833703,"DILTIAZEM HCL 180 MG PO CS24"
198837,"RUTIN 500 MG PO TAB"
831302,"DILTIAZEM HCL 240 MG PO CS24"
831305,"DILTIAZEM HCL 240 MG PO CP24"
152933,"FELODIPINE 2.5 MG PO TB24"
831337,"DILTIAZEM HCL 300 MG PO CP24"
891297,"GUAIFENESIN 1,200 MG PO TB12"
211691,"OMEPRAZOLE 10 MG PO CPDR"
833706,"DILTIAZEM HCL 360 MG PO CS24"
831209,"DILTIAZEM HCL 120 MG PO CDER"
213641,"CLOTRIMAZOLE-BETAMETHASONE 1-0.05 % TP CREA"
855191,"DETROL LA 4 MG PO CP24"
707375,"SODIUM CHLORIDE 0.65 % NA SPRA"
228041,"ECHINACEA 400 MG PO CAP"
606731,"NEXIUM 40 MG PO CPDR"
896185,"ADVAIR DISKUS 100-50 MCG/DOSE IN DSDV"
896212,"ADVAIR DISKUS 250-50 MCG/DOSE IN DSDV"
896222,"ADVAIR DISKUS 500-50 MCG/DOSE IN DSDV"
1242702,"HYOSCYAMINE SULFATE 0.125 MG PO TBDI"
1111341,"PATANOL 0.1 % OP DROP"
285018,"LANTUS U-100 INSULIN 100 UNIT/ML SC SOLN"
284591,"CITALOPRAM 10 MG PO TAB"
351988,"DOXYCYCLINE HYCLATE 20 MG PO TAB"
352001,"DIOVAN 320 MG PO TAB"
628958,"KLOR-CON M10 10 MEQ PO TBTQ"
1801295,"KLOR-CON M20 20 MEQ PO TBTQ"
352051,"ALBUTEROL SULFATE 1.25 MG/3 ML IN NEBU"
351762,"DIOVAN 160 MG PO TAB"
1049642,"OXYCODONE-ACETAMINOPHEN 7.5-325 MG PO TAB"
1049216,"OXYCODONE-ACETAMINOPHEN 10-325 MG PO TAB"
801095,"VENTOLIN HFA 90 MCG/ACTUATION IN HFAA"
248642,"FLUOXETINE 20 MG PO TAB"
541894,"DEXTROAMPHETAMINE-AMPHETAMINE 10 MG PO TAB"
208469,"TERAZOSIN 1 MG PO CAP"
577962,"DEXTROAMPHETAMINE-AMPHETAMINE 20 MG PO TAB"
261178,"NYSTOP 100,000 UNIT/GRAM TP POWD"
1191264,"TRI-LUMA 0.01-4-0.05 % TP CREA"
797544,"ALCOHOL SWABS TP PADM"
352201,"BENICAR 40 MG PO TAB"
579907,"REFRESH LIQUIGEL 1 % OP DLGL"
351909,"FENOFIBRATE MICRONIZED 134 MG PO CAP"
352200,"BENICAR 20 MG PO TAB"
993488,"MIDODRINE 10 MG PO TAB"
1244675,"PSEUDOEPHEDRINE-GUAIFENESIN 120-1,200 MG PO TB12"
824194,"AMOXICILLIN-POT CLAVULANATE 875-125 MG PO TAB"
208080,"TORSEMIDE 100 MG PO TAB"
260337,"PENTOXIFYLLINE 400 MG PO TBER"
1098144,"NIASPAN EXTENDED-RELEASE 750 MG PO TB24"
729931,"EFFEXOR XR 150 MG PO CP24"
1299978,"GABITRIL 4 MG PO TAB"
993772,"ACETAMINOPHEN-CODEINE 300-15 MG PO TAB"
352304,"ZETIA 10 MG PO TAB"
428899,"GLUCOSAMINE-CHONDROITIN 750-600 MG PO TAB"
857011,"HYDROCODONE-ACETAMINOPHEN 5-325 MG PO TAB"
153892,"SINGULAIR 10 MG PO TAB"
213271,"VIAGRA 100 MG PO TAB"
809018,"DIOVAN HCT 160-12.5 MG PO TAB"
213307,"CILOXAN 0.3 % OP OINT"
755483,"MIDAZOLAM 2 MG/ML PO SYRP"
857022,"HYDROCODONE-ACETAMINOPHEN 7.5-325 MG PO TAB"
857387,"HYDROCODONE-ACETAMINOPHEN 7.5-650 MG PO TAB"
617318,"LIPITOR 20 MG PO TAB"
265647,"GARLIC PO TAB"
828322,"CYCLOBENZAPRINE 5 MG PO TAB"
1043748,"FINACEA 15 % TP GEL"
860983,"METFORMIN 750 MG PO TB24"
411285,"LYCOPENE 10 MG PO CAP"
1111816,"PSEUDOEPHEDRINE HCL 120 MG PO TBER"
706462,"POTASSIUM CHLORIDE 10 MEQ PO TBTQ"
997512,"ALLEGRA-D 12 HOUR 60-120 MG PO TB12"
1490067,"EVISTA 60 MG PO TAB"
1234575,"PHENYLEPHRINE HCL 10 % OP DROP"
832891,"POTASSIUM CHLORIDE 20 MEQ PO TBTQ"
213270,"VIAGRA 50 MG PO TAB"
2447,"CHOLESTYRAMINE (BULK) MISC POWD"
213320,"CIPRO HC 0.2-1 % OT DRPS"
1361198,"HEPARIN (PORCINE) IN 5 % DEX 25,000 UNIT/250 ML(100 UNIT/ML) IV SOLP"
897632,"VERAPAMIL 360 MG PO C24P"
792381,"CARBIDOPA-LEVODOPA 25-100 MG PO TBER"
359217,"APPLE CIDER VINEGAR 500 MG PO TAB"
1020026,"ZYRTEC 10 MG PO TAB"
237367,"POTASSIUM CHLORIDE IN 0.9%NACL 40 MEQ/L IV SOLP"
211699,"PAXIL 10 MG PO TAB"
310174,"ESTRADIOL 0.05 MG/24 HR TD PTWK"
880433,"NIFEDIPINE 30 MG PO TR24"
1005806,"SULFACETAMIDE SODIUM-SULFUR 10-5 % (W/W) TP CLSR"
809858,"QUINAPRIL-HYDROCHLOROTHIAZIDE 20-12.5 MG PO TAB"
403890,"SODIUM CHLORIDE 0.45% WITH POTASSIUM CHLORIDE 20 MEQ/L IV SOLP"
404550,"PREMARIN 0.45 MG PO TAB"
859749,"CRESTOR 10 MG PO TAB"
859753,"CRESTOR 20 MG PO TAB"
859426,"CRESTOR 5 MG PO TAB"
996481,"CODEINE-GUAIFENESIN 10-100 MG/5 ML PO LIQD"
308416,"ASPIR-81 81 MG PO TBEC"
261266,"ACTOS 15 MG PO TAB"
806396,"BALANCED SALT SOLN NO.2 IRRIG. IO SOLN"
404711,"CIALIS 5 MG PO TAB"
402097,"CIALIS 20 MG PO TAB"
866924,"METOPROLOL TARTRATE 25 MG PO TAB"
1362082,"AGGRENOX 25-200 MG PO CM12"
125933,"CRANBERRY 500 MG PO CAP"
108500,"DILTIAZEM HCL 120 MG PO CS24"
6972,"MINERAL OIL MISC OIL"
809014,"DIOVAN HCT 80-12.5 MG PO TAB"
854242,"LOVENOX 80 MG/0.8 ML SC SYRG"
865571,"GLIPIZIDE 2.5 MG PO TR24"
865573,"GLIPIZIDE 5 MG PO TR24"
309595,"CYANOCOBALAMIN (VITAMIN B-12) 100 MCG PO TAB"
994523,"ORPHENADRINE CITRATE 100 MG PO TBER"
856571,"PROPRANOLOL 80 MG PO CS24"
210029,"ALUM-MAG HYDROXIDE-SIMETH 200-200-20 MG/5 ML PO SUSP"
752871,"MIRTAZAPINE 45 MG PO TBDI"
580261,"SPIRIVA WITH HANDIHALER 18 MCG IN CPDV"
476809,"MIRTAZAPINE 7.5 MG PO TAB"
1013647,"GLUCOSAMINE-CHONDROITIN 500-400 MG PO TAB"
1665050,"CEFAZOLIN IN DEXTROSE (ISO-OS) 1 GRAM/50 ML IV PGBK"
1245017,"GLUCOSAMINE SULFATE 750 MG PO TAB"
351922,"NEOMYCIN-BACITRACIN-POLYMYXIN 3.5-400-10,000 MG-UNIT-UNIT/G OP OINT"
749841,"MICARDIS HCT 80-25 MG PO TAB"
261179,"NYSTATIN 100,000 UNIT/GRAM TP POWD"
602399,"GABAPENTIN 100 MG PO TAB"
615186,"CYMBALTA 60 MG PO CPDR"
284408,"ZONISAMIDE 100 MG PO CAP"
618028,"AMOXICILLIN-POT CLAVULANATE 600-42.9 MG/5 ML PO SUSR"
1359561,"ALBUTEROL SULFATE 90 MCG/ACTUATION IN HFAA"
833741,"CALCIUM CARBONATE-VITAMIN D3 600 MG-5 MCG (200 UNIT) PO TAB"
4301,"OMEGA-3 FATTY ACIDS 1,000 MG PO CAP"
979482,"COZAAR 100 MG PO TAB"
860773,"TRIMETHOBENZAMIDE 300 MG PO CAP"
1242406,"CLARITIN-D 12 HOUR 5-120 MG PO TB12"
236344,"SAW PALMETTO 500 MG PO CAP"
1659600,"AMPICILLIN-SULBACTAM 3 GRAM IJ SOLR"
824190,"AMOXICILLIN-POT CLAVULANATE 500-125 MG PO TAB"
617432,"AMOXICILLIN-POT CLAVULANATE 400-57 MG/5 ML PO SUSR"
539817,"VESICARE 5 MG PO TAB"
896001,"FLOVENT HFA 110 MCG/ACTUATION IN HFAA"
1247917,"SENNOSIDES-DOCUSATE SODIUM 8.6-50 MG PO TAB"
211343,"DENAVIR 1 % TP CREA"
904495,"FOSAMAX PLUS D 70 MG- 2,800 UNIT PO TAB"
477050,"CINNAMON BARK 500 MG PO CAP"
1190179,"EUFLEXXA 10 MG/ML(MW 2.4 -3.6 MILLION) IX SYRG"
861206,"ALPHAGAN P 0.1 % OP DROP"
1797909,"FLUTICASONE PROPIONATE 50 MCG/ACTUATION NA SPSN"
1362049,"HEPARIN, PORCINE (PF) 10 UNIT/ML IV SYRG"
206511,"NEOMYCIN-POLYMYXIN-HC 3.5-10,000-1 MG/ML-UNIT/ML-% OT SOLN"
1653204,"NOVOLOG FLEXPEN U-100 INSULIN 100 UNIT/ML (3 ML) SC INPN"
310178,"ESTRADIOL 0.075 MG/24 HR TD PTWK"
283579,"MILK THISTLE 500 MG PO CAP"
892560,"MORPHINE 100 MG PO TBER"
849396,"AMANTADINE HCL 100 MG PO TAB"
236344,"SAW PALMETTO 450 MG PO CAP"
402092,"RESTASIS 0.05 % OP DPET"
858838,"HYDROCODONE-IBUPROFEN 7.5-200 MG PO TAB"
702424,"HYDROCORTISONE 1 % TP LOTN"
848333,"FEMRING 0.05 MG/24 HR VA RING"
762674,"AMINOLEVULINIC ACID HCL 20 % TP SOLN"
979494,"LOSARTAN 50 MG PO TAB"
546627,"SODIUM POLYSTYRENE SULFONATE 15 GRAM/60 ML PO SUSP"
997489,"FEXOFENADINE 30 MG PO TAB"
153638,"QUETIAPINE 25 MG PO TAB"
213469,"CELECOXIB 200 MG PO CAP"
859054,"PRAMIPEXOLE 1 MG PO TAB"
1797931,"BUDESONIDE 32 MCG/ACTUATION NA SPRY"
542527,"LATANOPROST 0.005 % OP DROP"
261266,"PIOGLITAZONE 15 MG PO TAB"
617320,"ATORVASTATIN 40 MG PO TAB"
848951,"PREVALITE 4 GRAM PO POWD"
210868,"WHITE PETROLATUM TP GEL"
859421,"CRESTOR 40 MG PO TAB"
1597130,"ANDROGEL 1 % (50 MG/5 GRAM) TD GLPK"
199166,"COENZYME Q10 50 MG PO CAP"
404726,"ZONISAMIDE 50 MG PO CAP"
1094744,"BENZOYL PEROXIDE 2.5 % TP CLSR"
897620,"VERAPAMIL 180 MG PO C24P"
206201,"LAMOTRIGINE 150 MG PO TAB"
352052,"ALBUTEROL SULFATE 0.63 MG/3 ML IN NEBU"
151124,"ANASTROZOLE 1 MG PO TAB"
829384,"MAG 64 64 MG PO TBEC"
831338,"CARTIA XT 300 MG PO CP24"
834350,"AMIODARONE 400 MG PO TAB"
752870,"REMERON SOLTAB 30 MG PO TBDI"
108828,"BICALUTAMIDE 50 MG PO TAB"
896190,"FLUTICASONE PROPION-SALMETEROL 250-50 MCG/DOSE IN DSDV"
236809,"GINKGO BILOBA 40 MG PO CAP"
236809,"GINKGO BILOBA 40 MG PO TAB"
262095,"ATORVASTATIN 80 MG PO TAB"
1362082,"ASPIRIN-DIPYRIDAMOLE 25-200 MG PO CM12"
212390,"CARVEDILOL 25 MG PO TAB"
1729581,"REMIFENTANIL 1 MG IV SOLR"
865568,"GLIPIZIDE 10 MG PO TR24"
284400,"PROTONIX 40 MG PO TBEC"
1874857,"CALCIUM CITRATE-VITAMIN D3 315 MG-5 MCG (200 UNIT) PO TAB"
834164,"CHLORHEXIDINE GLUCONATE 4 % TP LIQD"
213468,"CELEBREX 100 MG PO CAP"
284370,"CILOSTAZOL 50 MG PO TAB"
125933,"CRANBERRY EXTRACT 300 MG PO TAB"
891301,"GUAIFENESIN 600 MG PO TBER"
856537,"PROPRANOLOL 60 MG PO CS24"
351997,"DOXYCYCLINE MONOHYDRATE 50 MG PO TAB"
1544719,"UREA 40 % TP LOTN"
310176,"VIVELLE-DOT 0.05 MG/24 HR TD PTSW"
310183,"VIVELLE-DOT 0.1 MG/24 HR TD PTSW"
153095,"GLUCAGON (HUMAN RECOMBINANT) 1 MG IJ KIT"
1112686,"ALUM-MAG HYDROXIDE-SIMETH 400-400-40 MG/5 ML PO SUSP"
729932,"VENLAFAXINE 37.5 MG PO CP24"
212388,"CARVEDILOL 6.25 MG PO TAB"
1245441,"VYTORIN 10-40 10-40 MG PO TAB"
